text,stance_label,confidence,expected_score_band,expected_toxicity_band,expected_supportive_strength_band
"Asked him why are you playing odi cricket. He replied there is a ODI World Cup in South Africa next year and Iam available and haven’t announced my retirement yet.

His last 3 domestic odi performances including today against us - 
3/28 in 7 overs 
2/10 in 4 overs 
2/50 in 10 overs today.",NEUTRAL_ANALYSIS,0.3023,"[34.16, 46.16]","[0.0, 0.0802]","[0.0, 0.15]"
"England needed 69 from 30... Bumrah bowls the 16th and concede 8 runs, then comes back to bowl the 18th and concede 6 runs. What a fckng Gem this man... Unreal bowler.",NEUTRAL_ANALYSIS,0.3852,"[41.42, 53.42]","[0.0, 0.1309]","[0.0, 0.15]"
"Manchester Super Giants reaffirms its commitment to ensuring The Hundred continues to be a competition that is inclusive, welcoming and open to all.

We and the other seven teams will ensure that players from all nationalities have a fair and equal selection process, depending on cricketing performance, availability, and the needs of each team.",NEUTRAL_ANALYSIS,0.2952,"[69.0, 81.0]","[0.0, 0.0801]","[0.0, 0.15]"
"Super 8s will start with a top battle between Pakistan and NZL in Premadasa Stadium , Colombo.",MIXED_STANCE,0.0708,"[30.53, 42.53]","[0.0, 0.0802]","[0.0, 0.15]"
Harry Brook is a proper Pakistan tormentor. Will smash them every time he faces them in any format and today they needed him to do well and win it for England but he ensures he fails.,MIXED_STANCE,0.1189,"[35.45, 47.45]","[0.0, 0.1068]","[0.0, 0.15]"
New Zealand don't want to be the nice guys in Ahmedabad 😁 https://t.co/qdYTUtqOek,NEUTRAL_ANALYSIS,0.333,"[34.18, 46.18]","[0.0, 0.0805]","[0.0, 0.15]"
"Well thats England losing against India tomorrow

If you know you know.",NEUTRAL_ANALYSIS,0.3274,"[37.05, 49.05]","[0.0, 0.0812]","[0.0, 0.15]"
Big game and all I see is some braindead batting from WI 🤣,NEUTRAL_ANALYSIS,0.4113,"[38.8, 50.8]","[0.0211, 0.1811]","[0.0, 0.15]"
"𝗥𝗖𝗕’𝘀 𝗳𝗶𝗿𝘀𝘁 𝗪𝗮𝗿𝗺 𝗨𝗽 𝗚𝗮𝗺𝗲: 𝘈 𝘳𝘶𝘯-𝘧𝘦𝘴𝘵 𝘢𝘵 𝘵𝘩𝘦 𝘊𝘩𝘪𝘯𝘯𝘢𝘴𝘸𝘢𝘮𝘺 🤩❤️‍🔥

Jitesh, Rajat, Devdutt and KP amongst the runs, exciting cameos from Virat, Venky and TD, and some promising spells to sum up an exciting practice game. 🔥

Watch how it all unfolded on @bigbasket_com presents RCB Bold Diaries. 🎥

#PlayBold #ನಮ್ಮRCB #IPL2026",NEUTRAL_ANALYSIS,0.3091,"[33.44, 45.44]","[0.0, 0.0831]","[0.0, 0.15]"
"All these damn #IPL injuries and no replacement announcements is delaying my mega stats thread. 
I had planned to post it tomorrow but likely to be Thursday now.
I’m sure at least 2 people are sad to hear this. 🤣",NEUTRAL_ANALYSIS,0.2988,"[36.55, 48.55]","[0.0149, 0.1749]","[0.0, 0.15]"
@ErikaMorris79 Camera frame rate is low that’s why it looks like there’s a gap. But the ultra edge confirmed the spike. I get it you’re a woman. Technical knowledge is not your strong suit that’s okay honey.,NEUTRAL_ANALYSIS,0.3096,"[39.07, 51.07]","[0.0, 0.1105]","[0.0, 0.15]"
"Samson, time to be the hero. No one is supporting you, do it alone Trivandrum Titan.",MIXED_STANCE,0.1534,"[35.43, 47.43]","[0.0, 0.0805]","[0.0, 0.15]"
"One hell of a knock by the Australian U19 captain Oliver Peake 👏

Calculated, composed, and solid under pressure in a big game.

Big future ahead 🔥 #Under19WorldCup 

Remember the last ball 6 he hit for the @RenegadesBBL against the @ScorchersBBL ? https://t.co/2W9rZ9hndm",NEUTRAL_ANALYSIS,0.338,"[31.16, 43.16]","[0.0, 0.0852]","[0.0, 0.15]"
"Yet he is divisive amongst fans, a lot of people say he shouldn’t be in the team and is a quota player only.

Keep knocking them down ☄️☄️

#T20WorldCup #SAvZIM",NEUTRAL_ANALYSIS,0.2967,"[31.99, 43.99]","[0.0, 0.14]","[0.0, 0.15]"
"Created a tool for the different scenarios in Group 1. Try it out! 

🏏 Simulate T20 WC 2026 Super 8s Group 1 qualification, who makes the semis? https://t.co/LZ5I5vihNG",NEUTRAL_ANALYSIS,0.2998,"[37.51, 49.51]","[0.0, 0.0802]","[0.0, 0.15]"
@prasannalara But they will bowl against Zimbabwe Batters...,CONSTRUCTIVE_CRITICISM,0.3327,"[32.82, 44.82]","[0.0, 0.081]","[0.0, 0.15]"
"Whenever I see India Women vs Australia T20, India W keep dominating the whole match but end up losing to Australia.",MIXED_STANCE,0.0901,"[33.54, 45.54]","[0.0, 0.0805]","[0.0, 0.15]"
"Everyone was saying NZ can't compete in the finals, and there was so much negativity against one team, that team usually turns up and performs. But this NZ team so ass didn't even give a fight, Semis is the final.",NEUTRAL_ANALYSIS,0.3571,"[35.11, 47.11]","[0.0086, 0.1686]","[0.0, 0.15]"
India win by 7 runs. Trust Pdogg algorithm. See you in Ahmedabad,MIXED_STANCE,0.0648,"[36.23, 48.23]","[0.0, 0.0803]","[0.0, 0.15]"
"📢 IPL 2026 - Player Signing Alert

SRH have officially signed David Payne 🏴󠁧󠁢󠁥󠁮󠁧󠁿 as replacement for injured Jack Edwards 🇦🇺 who's ruled out of the tournament. He will join SRH for INR 1.5 Crore.

#IPL2026 https://t.co/RfNQuwWGwe",NEUTRAL_ANALYSIS,0.3101,"[30.55, 42.55]","[0.0, 0.0803]","[0.0, 0.15]"
"Out of 7 wickets:

1 run out
1 against pace
5 against spin

Opposition teams dont even need to do any analysis against us, we show it game after game after game.

#T20WorldCup",NEUTRAL_ANALYSIS,0.3102,"[35.49, 47.49]","[0.0, 0.0803]","[0.0, 0.15]"
Main tab se IPL dekh raha hoon jab tum apni maa ki chhaati se doodh pee rahe the.,NEUTRAL_ANALYSIS,0.3285,"[28.85, 40.85]","[0.0451, 0.2051]","[0.0, 0.15]"
I am retiring from commentary for BCCI,NEUTRAL_ANALYSIS,0.3218,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"Pakistan's score is beyond the USA's range,  so there's no point in watching it.",NEUTRAL_ANALYSIS,0.3333,"[33.09, 45.09]","[0.0, 0.0802]","[0.0, 0.15]"
If NZL win by a margin more than 60 runs they will eliminate both SL and PAK.,NEUTRAL_ANALYSIS,0.3086,"[45.13, 57.13]","[0.0, 0.0817]","[0.0, 0.15]"
I will ask the best cricket stats man I know @prasannalara how do they come up with this shit? https://t.co/JPjGEPJ39H,NEUTRAL_ANALYSIS,0.3448,"[35.5, 47.5]","[0.0677, 0.2277]","[0.0, 0.15]"
Convincing win for SL. Top class batting this. Aus managed to get 8 runs more than the average winning score but there is no ways you can win a game in Pallekele with one spinner. Thought their tournament will end in super 8s considering their bowling but this is a bigger surprise to see them eliminated in the first round. Well played SL.,CONSTRUCTIVE_CRITICISM,0.3386,"[40.62, 52.62]","[0.0, 0.0804]","[0.0, 0.15]"
"🚨 FESTIVAL FOR CSK FANS 🚨

CSK will conduct the Mega Fan event on March 22nd at Chepauk. 💛

OG Super Kings led by Raina, Hayden, Vijay, Badrinath will reunite with Legendary Music director AR Rahman.

Tickets will go live on the CSK &amp; District App from March 15th. https://t.co/p8eRHULsbI",NEUTRAL_ANALYSIS,0.3279,"[37.59, 49.59]","[0.0, 0.0802]","[0.0, 0.15]"
Off spinner to two right handers ( 18th over) 🤪 #T20WorldCup2026,NEUTRAL_ANALYSIS,0.3629,"[32.07, 44.07]","[0.0, 0.0818]","[0.0, 0.15]"
"Well the sun has set on the day that India created history in #T20WorldCupలో , after a tournament that broke records, who are some of the stand out players and teams statistically speaking, well look no further #INDvsNZ",NEUTRAL_ANALYSIS,0.3033,"[29.3, 41.3]","[0.0, 0.0802]","[0.0, 0.15]"
"Zimbabwe haven’t put a foot wrong so far in this World Cup!

OG Zimbabwe feels🔥🔥#T20WorldCup",NEUTRAL_ANALYSIS,0.3164,"[32.21, 44.21]","[0.0, 0.0802]","[0.0, 0.15]"
"Humanity saved.

Playing Yash Dayal with such serious charges hanging over his head would have been unforgivable.

I can only assume he was retained as RCB hoped it would be resolved. https://t.co/63ujc2rlWb",NEUTRAL_ANALYSIS,0.3179,"[31.13, 43.13]","[0.0, 0.083]","[0.0, 0.15]"
Coming not out in T 20 cricket can do a world of good to the averages of a batter.#T20WorldCup,NEUTRAL_ANALYSIS,0.3981,"[34.55, 46.55]","[0.0, 0.0802]","[0.0, 0.15]"
Santner is a good player but bad bad bad captain.,NEUTRAL_ANALYSIS,0.2851,"[37.27, 49.27]","[0.0, 0.119]","[0.0, 0.15]"
"South Africa you ok hun?

#T20WorldCup2026 #NZvsSA https://t.co/RPcwRyc1br",NEUTRAL_ANALYSIS,0.3276,"[30.85, 42.85]","[0.0, 0.0804]","[0.0, 0.15]"
"Can’t work out what impact the #SLvNZ game will have on Group 2? 

Well this simulator allows you to figure it all out

#T20WorldCup",NEUTRAL_ANALYSIS,0.3284,"[36.36, 48.36]","[0.0, 0.0803]","[0.0, 0.15]"
Hi @yomi2105,NEUTRAL_ANALYSIS,0.3389,"[36.52, 48.52]","[0.0, 0.0804]","[0.0, 0.15]"
"All the hate towards Malolan (including from me for his scouting), but on the coaching front he deserves the flowers,  Just look at RCB Women praising him for his work  and the RCB management as well. Deserve all the praise well done.",MIXED_STANCE,0.3285,"[37.13, 49.13]","[0.0, 0.0803]","[0.0, 0.15]"
"Suyash Sharma first over did not bowl well, but his next two overs bowled like he is soon gonna be in the Indian team's contention. Excellent.",NEUTRAL_ANALYSIS,0.3341,"[31.85, 43.85]","[0.0327, 0.1927]","[0.0, 0.15]"
"Sri Lanka will do everything to drag Pakistan along with them I'm sure... Even if they're losing, they'll try to take it close and ensure not to lose by 65-70 runs 🤣",CONSTRUCTIVE_CRITICISM,0.3219,"[45.49, 57.49]","[0.0, 0.0839]","[0.0, 0.15]"
"Never seen these many J and K cricket fans on my timeline, they seem to be following the Ranji Trophy way too seriously.",NEUTRAL_ANALYSIS,0.3221,"[37.22, 49.22]","[0.0, 0.0802]","[0.0, 0.15]"
"Like most cricket fans. I have been bemused and perplexed by the ICC ‘skill scale’ metrics that have been on our screens for #T20WorldCup 

No one seemed to know how they had calculated them, or if they had just been made up.

In this article @AverageOntarian has tried to decode this, shows how there is no correlation between the scales and the ICC ranking and comes to meaningful conclusions about what they mean.

This is seriously good research and very well written.  

https://t.co/YMZTUYh2Bg",NEUTRAL_ANALYSIS,0.3929,"[35.42, 47.42]","[0.0, 0.0803]","[0.0, 0.15]"
"In Accused Place, as of now between Rashik, Mangesh and Abhinandan Singh. I feel Abhinandan will start, doing well in DY Patil. He is bowling  2 overs in powerplay, 2 overs in slog overs, he is bowling  yorkers. More importantly, he is tall. Our management loves tall bowlers.",CONSTRUCTIVE_CRITICISM,0.4305,"[39.18, 51.18]","[0.0329, 0.1929]","[0.0, 0.15]"
"Well well well.

People usually take the piss out of us RCB for being calculator merchants in the IPL

After #WIvZIM and #INDvSA in #T20WorldCup2026 the Net run rates in group 1 look like this

🏝️+5.350
🇿🇦 +3.8
🇮🇳 -3.8
🇿🇼 - 5.350

All #ICT fans right now, welcome to the calculator club😂

Indian could win both games and still not go through. Wow.",NEUTRAL_ANALYSIS,0.3386,"[37.93, 49.93]","[0.0, 0.0927]","[0.0, 0.15]"
World record partnership for the 8th wicket in T20Is... From where did this happen lol,NEUTRAL_ANALYSIS,0.4053,"[35.54, 47.54]","[0.0, 0.0802]","[0.0, 0.15]"
"Every year I get surprised there is a T20 tournament in India where a team called ‘Income Tax’ play. And IPL players play regular in it

I then forget for another 12 months until I see it again.

What is the history behind such a team name and the DY Patil trophy?",NEUTRAL_ANALYSIS,0.3143,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"Akeal Hosein has been a power play bank.

He is a real asset for any team.👌#T20WorldCup",NEUTRAL_ANALYSIS,0.3111,"[69.0, 81.0]","[0.0, 0.1366]","[0.0, 0.15]"
"Lungi Ngidi now leads the wicket taking chart for SA in T20I cricket!
World class operator in this format 👏
#T20WorldCup https://t.co/6VoHBHQxrL",CONSTRUCTIVE_CRITICISM,0.3139,"[35.14, 47.14]","[0.0, 0.0803]","[0.0, 0.15]"
"They are scoring 10 runs per over. Pakistan vs Sri Lanka, what bowling is this? lol",NEUTRAL_ANALYSIS,0.3379,"[27.99, 39.99]","[0.0331, 0.1931]","[0.0, 0.15]"
"6 of 14 balls
1 of 6 balls

For Rinku Singh, not a good start to the World Cup campaign.",NEUTRAL_ANALYSIS,0.3254,"[36.28, 48.28]","[0.0, 0.0847]","[0.0, 0.15]"
"@ErikaMorris79 Moan moan moan stats stats stats,  have a day off please 🙏",NEUTRAL_ANALYSIS,0.3596,"[38.28, 50.28]","[0.0, 0.0859]","[0.0, 0.15]"
"Best #IPL2026 jersey so far in order

Delhi Capitals
RCB
SRH
MI
CSK
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
LSG https://t.co/c32akaQHal",NEUTRAL_ANALYSIS,0.3208,"[36.75, 48.75]","[0.0, 0.0802]","[0.0, 0.15]"
Last year  players arrival teams put a lot of effort into making video edits for every player's arrival. This year teams haven't done as many edits as before.,DISMISSIVE_COMPLAINT,0.3841,"[30.52, 42.52]","[0.0, 0.0801]","[0.0, 0.15]"
"With all the discourse around The Hundred and teams shadow banning Pakistan players I thought I would resurface this from a month ago.
Also to set some facts straight I am seeing in several posts from high profile accounts.

ILT20
3 of the 6 teams are owned by IPL teams, a further 2 are owned by Indian non IPL owners and the final one by the Glazer family

The Hundred
4 of the 8 are owned by IPL teams, a further 1 (Welsh Fire) is owned by an Indian non IPL owners

MLC
4 of the 6 are owned by IPL teams, the other 2 are owned by Indian non IPL owners

Disclaimer - none of this is by any means me condoning the practise of Indian owners shadow banning Pakistani players. I abhor any form of racism or selection based on nationality. All I am doing here is presenting and corrected wrong facts.",DIRECT_ATTACK,0.3167,"[25.07, 37.07]","[0.0, 0.0804]","[0.0, 0.15]"
"Australia's so bad in T20Is, they are hyped because of ODI World Cup wins, so much talk about attitude, but in T20Is they are not just good, and I know this time so many injuries, they have a good team this time, but Australia has not done well in this format.",NEUTRAL_ANALYSIS,0.271,"[35.19, 47.19]","[0.0333, 0.1933]","[0.0, 0.15]"
Pakistan are so lucky that they don't play on flat pitche vs India. They would get pasted 200+ runs so easily. They don't even have the quality to chase big totals. They would be losing by 70-100 runs.,CONSTRUCTIVE_CRITICISM,0.3658,"[40.57, 52.57]","[0.0, 0.0809]","[0.0, 0.15]"
WI were overestimated like they're back to their peak T20 days...,NEUTRAL_ANALYSIS,0.3511,"[32.44, 44.44]","[0.0, 0.0812]","[0.0, 0.15]"
"The number of players who revived their careers at RCB in the past 6 years is joke. Funny no one is talking about it, so I made a long thread as there are that many players whose careers got a boost after joining us. https://t.co/G7rrTQhrlw",MIXED_STANCE,0.0722,"[69.0, 81.0]","[0.0, 0.0802]","[0.0, 0.15]"
"Virender Sehwag said: “When I was the mentor of Punjab in the IPL, Miller used to ask me how to play off-spin. I deliberately didn’t tell him because after that, South Africa had a series against India.” https://t.co/IlObKyZBVm",NEUTRAL_ANALYSIS,0.302,"[41.63, 53.63]","[0.0, 0.0802]","[0.0, 0.15]"
"Absolutely this!

His own captain dis respected him in a press conference.

What a knock from a very, very special player. He smashed his doubters with every single boundary.

But go easy on us on Thursday😂 

#INDvsWI #T20WorldCup",NEUTRAL_ANALYSIS,0.3475,"[33.45, 45.45]","[0.0, 0.0822]","[0.0, 0.15]"
"First team to win 3 T20 WC ✅
First team to defend a T20 WC ✅
First team to win a T20 WC as a host ✅",NEUTRAL_ANALYSIS,0.317,"[69.0, 81.0]","[0.0, 0.0804]","[0.0, 0.15]"
"Baba Aparajith golden form with the Bat and ball in this domestic season.

⚪ #VijayHazareTrophy2025
Runs ➡️ 409
Avg ➡️ 81.8
SR ➡️ 95
💯s ➡️ 1
50s ➡️ 3 
Wickets ➡️ 12
Bowling Avg ➡️ 25.2
5-fer ➡️ 1 
Eco ➡️ 4.9

🔴 #RanjiTrophy 2025/26 :
Matches ➡️ 5
Runs ➡️ 436
Avg ➡️ 72.7
💯s ➡️ 1
50s ➡️ 4 

@aparajithbaba @KCAcricket",CONSTRUCTIVE_CRITICISM,0.3453,"[32.3, 44.3]","[0.0, 0.082]","[0.0, 0.15]"
"NZ batters look clueless against spin... What a delivery though from Wellalage now &amp; Theekshana last over.

NZ went from 75-2 in 9.2 to 84-6 in 12.1.... 4 wickets for 9 runs",NEUTRAL_ANALYSIS,0.3959,"[33.53, 45.53]","[0.0, 0.0805]","[0.0, 0.15]"
Please don’t watch the second innings too.,NEUTRAL_ANALYSIS,0.4294,"[38.75, 50.75]","[0.0, 0.0802]","[0.0, 0.15]"
RPS is not for flat track bullies. You have to grind it here. Application than flair win you games here. Aussies had flair. Zimbabwe showed application. Who’s chance to fall next? Don’t mind another member of Big Three.,NEUTRAL_ANALYSIS,0.3053,"[40.53, 52.53]","[0.0, 0.087]","[0.0, 0.15]"
"This time, it looks like they got editors from Hombale Films, all edits are hits, no misses, and every edit is so class.",NEUTRAL_ANALYSIS,0.3171,"[32.94, 44.94]","[0.0, 0.0802]","[0.0, 0.15]"
"Whenever Samson scores, Surya will get abused. His press comment, ""Where will Samson play?"" hit Instagram reel makers. Those reels are getting lakhs of likes. Now, one more big innings in the semis.",MIXED_STANCE,0.0943,"[33.08, 45.08]","[0.0, 0.0848]","[0.0, 0.15]"
"✍️Whether Gambhir admits it or not, at the back of his mind he will know if India lose this World Cup, there is no publicity firm in the world that can save him.

https://t.co/TvFBJjfZsU https://t.co/ckYqX1sv0o",NEUTRAL_ANALYSIS,0.3114,"[31.82, 43.82]","[0.0, 0.0832]","[0.0, 0.15]"
Teams (fast bowlers) are bowling BOL to Brevis lol not letting him breathe.,CONSTRUCTIVE_CRITICISM,0.317,"[33.34, 45.34]","[0.0, 0.0812]","[0.0, 0.15]"
"Incredible from Nepal.@NepalCricket 

They are surely one of best amongst emerging cricketing nations.

Huge potential and upside.👏 #icct20worldcup2026",NEUTRAL_ANALYSIS,0.3091,"[25.85, 37.85]","[0.0, 0.1177]","[0.0, 0.15]"
Here is the hotly anticipated – well by at least 1 person – next instalment of the ‘get to know the locals’ series. Today’s focus is on the lesser known players for LSG and MI who might make their way into the team,MIXED_STANCE,0.0758,"[38.26, 50.26]","[0.0, 0.0802]","[0.0, 0.15]"
"2022 T20 WC semis - ENG v IND
2024 T20 WC semis - ENG v IND
2026 T20 WC semis - ENG v IND (mostly)",MIXED_STANCE,0.0705,"[36.26, 48.26]","[0.0, 0.0803]","[0.0, 0.15]"
"Today, Voll and Smriti Partnership lol, good luck RCB men and RCB women repeating it again or any IPL or WPL team repeating it.. That is the greatest batting display.",CONSTRUCTIVE_CRITICISM,0.312,"[36.17, 48.17]","[0.0, 0.0802]","[0.0, 0.15]"
"📰| IPL 2026

Ben Duckett 🏴󠁧󠁢󠁥󠁮󠁧󠁿 has decided to withdraw from IPL 2026. He was picked by Delhi Capitals for 2 Cr.

#IPL2026 | via @willis_macp https://t.co/pjOCibzqLb",NEUTRAL_ANALYSIS,0.3141,"[30.65, 42.65]","[0.0, 0.0802]","[0.0, 0.15]"
